Date,FRRPtransect,Site,Zone,SampleNum,Species,Diam_cm,Height_cm,Perc_Old_Mort,Perc_rec_mort,N_Tissue_isolates,Disease,Bleach,Status,Attached,Frag,tod,dead,InTransect
26-Oct-17,Y,Jaap1,Inshore,294,Srad,5,2,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,295,Ofav,18,5,0,15,1,Healthy,Pale,Dislodged,Dislodged,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,296,Ofav,40,25,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,297,Ppor,15,15,0,0,1,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,298,Ofav,100,100,80,0,12,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,299,Past,25,20,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,300,Mcav,10,10,50,0,1,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,301,Past,18,5,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,302,Oculina,42,15,80,0,1,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,303,Ofav,95,55,85,0,10,Healthy,Normal,None,Attached,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,304,Oann,18,12,35,0,1,Healthy,Pale,Dislodged,Dislodged,NA,NA,NA,Y
26-Oct-17,Y,Jaap1,Inshore,305,Oann,15,10,50,0,1,Healthy,Pale,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,306,Oann,30,18,60,0,6,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,307,Oann,30,30,50,0,2,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,308,Ofav,35,20,65,0,2,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,309,Oann,28,20,50,0,4,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,310,Oann,12,8,65,0,2,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,311,Cnat,35,12,85,0,4,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,312,Past,25,20,90,0,2,Healthy,Normal,Dislodged,Dislodged,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,313,Past,35,18,60,0,3,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,314,Ofav,100,45,80,0,15,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,315,Past,10,10,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,316,Past,15,8,0,0,1,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap1,Inshore,317,Past,12,12,10,0,1,Healthy,Normal,None,Attached,NA,NA,NA,N
26-Oct-17,Y,Jaap2,Inshore,318,Dsto,11,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,319,Srad,3,3,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,320,Past,12,7,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,321,Pstr,100,10,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,322,Oann,72,38,30,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,323,Oann,55,20,50,0,5,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,324,Oann,62,35,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,325,Past,21,9,5,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,326,Past,35,12,5,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,327,Mcav,32,12,25,0,4,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,328,Mcav,41,15,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,329,Oann,40,35,60,0,3,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,330,Mcav,20,7,10,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,331,Dlab,32,7,10,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,332,Ofav,35,12,10,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,333,Oann,38,12,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,334,Oann,23,8,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,335,Ppor,8,5,20,0,2,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,336,Ppor,7,3,10,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,337,Past,18,7,10,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,338,Past,9,5,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,339,Oann,20,15,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,340,Past,25,18,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,341,Oann,55,26,80,0,7,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,342,Oann,25,18,80,0,5,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,343,Past,11,7,0,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,344,Past,15,7,0,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,345,Oann,23,10,50,0,3,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,346,Oann,20,7,0,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,347,Oann,50,18,80,5,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,348,Pcli,12,7,80,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,349,Sbou,13,9,10,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,350,Past,8,7,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,351,Oann,12,7,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,352,Oann,23,12,70,0,2,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,353,Oann,18,25,40,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,354,Oann,48,25,30,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,355,Past,18,9,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,356,Past,12,7,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,357,Past,10,5,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,358,Oann,9,7,80,0,2,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,359,Oann,175,90,70,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,360,Ppor,12,7,5,0,1,Healthy,Pale,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,361,Past,18,7,5,5,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,362,Past,22,7,5,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,363,Oann,25,8,90,0,2,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,364,Oann,40,15,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,365,Ofav,58,38,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,366,Past,14,7,30,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,367,Past,10,3,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,368,Cnat,18,7,0,5,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,369,Mcav,9,4,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,370,Past,9,3,20,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,371,Oann,35,7,11,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,372,Oann,15,9,10,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,373,Ofav,58,42,40,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,374,Oann,90,75,30,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,375,Oann,100,75,60,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,376,Past,25,18,60,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,377,Oann,50,50,60,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,378,Ofav,18,12,30,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,379,Past,17,7,50,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,380,Ofav,45,40,60,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,381,Ofav,35,20,30,0,2,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,382,Oann,18,7,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,383,Past,32,9,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,384,Oann,78,25,80,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,385,Past,23,9,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,386,Ofav,50,50,70,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,387,Oann,22,8,80,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,388,Ofav,45,21,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,389,Ofav,40,30,50,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,390,Past,35,15,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,391,Oann,45,35,50,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,392,Oann,25,12,80,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,393,Ofav,45,45,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,394,Ofav,50,50,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,395,Oann,40,40,20,0,1,Healthy,Normal,BD,Dislodged,Y,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,396,Ofav,45,35,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,NA,Ssid,35,18,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,NA,Ssid,20,10,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,NA,Ssid,10,2,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,NA,Ssid,5,2,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
26-Oct-17,Y,Jaap2,Inshore,NA,Ssid,5,2,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,401,Srad,8,3,0,0,1,Healthy,Pale,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,402,Dsto,23,20,5,0,1,Healthy,Normal,All,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,403,Past,9,5,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,404,Sint,32,13,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,405,Pstr,11,6,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,406,Srad,7,3,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,NA,Ssid,42,13,50,0,3,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,407,Sint,32,13,40,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,408,Ppor,11,5,60,0,3,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,409,Dlab,37,15,70,0,4,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,410,Srad,5,2,0,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,411,Oann,35,15,30,0,3,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,412,Oann,12,7,75,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,413,Past,18,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,414,Past,12,5,0,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,415,Oann,50,17,80,0,3,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,416,Oann,45,40,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,417,Past,13,7,20,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,418,Past,18,6,20,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,NA,Ssid,23,10,50,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,419,Sbou,17,15,10,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,NA,Ssid,16,7,40,0,1,Healthy,Normal,Sediment,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,420,Oann,10,7,50,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,421,Past,9,4,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,422,Past,13,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,423,Oann,23,12,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,424,Ofav,120,80,30,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,425,Ofav,130,100,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,426,Pdiv,13,10,20,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,427,Mcav,25,10,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,428,Past,12,6,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,429,Mcav,15,7,0,0,1,Healthy,Normal,Dislodged,Dislodged,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,430,Past,23,10,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,431,Ofav,15,7,30,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,432,Past,20,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,433,Past,18,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,434,Cnat,10,3,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,435,Past,7,4,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,436,Past,20,9,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,437,Ofav,130,120,80,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,438,Dlab,15,9,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,439,Past,22,10,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,440,Ofav,100,90,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,441,Ofav,35,7,10,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,442,Sint,20,5,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,443,Oann,20,7,90,0,4,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,NA,Ssid,25,5,10,0,1,Healthy,Pale,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,444,Past,15,4,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,445,Mcav,7,3,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,446,Ppor,22,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,447,Past,9,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,448,Past,20,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,449,Past,23,15,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,450,Past,20,15,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,451,Ofav,60,40,20,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,452,Ofav,23,12,20,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,453,Ofav,100,100,50,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,454,Past,20,15,5,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,455,Past,28,20,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,456,Past,18,9,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,457,Past,5,5,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,458,Past,35,10,75,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,459,Past,15,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,460,Past,11,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,461,Ofav,110,120,75,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,462,Ppor,8,5,10,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,463,Ofav,100,110,50,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,464,Ofav,210,120,80,0,20,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,465,Ofav,20,9,50,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,466,Ofav,18,9,50,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,NA,Ssid,10,10,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,467,Ofav,120,100,70,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,468,Oculina,9,5,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,469,Past,12,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,470,Cnat,10,5,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,471,Past,22,7,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,472,Ofav,170,120,50,0,5,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,473,Oann,100,60,50,0,10,Healthy,Normal,None,Attached,N,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,474,Ofav,30,45,50,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,475,Ofav,20,10,0,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,476,Oann,45,20,90,0,1,Healthy,Normal,Dislodged,Dislodged,Y,NA,NA,Y
27-Oct-17,Y,Jaap3,Inshore,477,Cnat,22,10,0,0,1,Healthy,Normal,None,Attached,N,NA,NA,Y
